hrr_id,hrr_name,state,number_of_deaths_among_cancer_patients_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07_2,percent_of_cancer_patients_dying_in_hospital_2003_07_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_3,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_3
HRR ID,HRR Name,State,Number of deaths among cancer patients (2003-07),Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit
1,Birmingham,AL,2055,33.4759,31.0573,36.0829,61.9326,58.5902,65.4657,5.3923,5.1254,5.6591,21.3351,19.4313,23.4255,1.0063,0.8594,1.1532,9.0257,7.8329,10.4002,6.3073,5.3105,7.4913,56.5307,53.3214,59.9332,10.4698,9.9772,10.9624,5.0083,4.1161,6.0939,35.0855,32.6178,37.7398
2,Dothan,AL,399,27.0963,22.5056,32.6234,56.9738,50.0395,64.8691,4.1256,3.5249,4.7263,14.9375,11.6412,19.167,0.3119,-0.0188,0.6427,6.4077,4.421,9.2873,4.6125,2.9394,7.2377,68.6945,60.9246,77.4552,13.5681,12.4592,14.677,5.1203,3.3015,7.9412,35.2293,29.9255,41.4731
5,Huntsville,AL,599,37.3089,32.7496,42.5029,64.4407,58.3202,71.2035,5.5561,5.0655,6.0467,42.3884,37.51,47.9014,3.0783,2.8082,3.3484,8.8718,6.8214,11.5387,9.0484,7.0008,11.6948,46.6832,41.4944,52.5209,8.6379,7.7323,9.5436,4.3736,2.9762,6.4273,36.822,32.2597,42.0297
6,Mobile,AL,781,28.0117,24.5385,31.9764,60.0417,54.8284,65.7507,4.8439,4.4138,5.2739,18.8103,16.0112,22.0987,0.9119,0.6752,1.1487,7.5245,5.8607,9.6607,4.6118,3.3232,6.4,65.7379,60.2451,71.7314,11.9605,11.1666,12.7544,6.735,5.1144,8.869,48.0324,43.3897,53.172
7,Montgomery,AL,375,34.0569,28.7207,40.3846,64.4164,56.8343,73.0098,4.9493,4.3297,5.5688,21.6218,17.4509,26.7895,0.947,0.6059,1.2881,9.797,7.207,13.3176,9.4868,6.8043,13.2267,51.0418,44.2154,58.9222,9.0815,7.9379,10.2251,7.3173,4.9792,10.7534,33.2662,27.8474,39.7394
9,Tuscaloosa,AL,233,33.6843,27.0456,41.9526,60.3393,51.1475,71.183,5.485,4.6996,6.2704,16.7434,12.2775,22.8337,0.4948,0.0624,0.9271,4.7545,2.6987,8.3763,6.1055,3.6134,10.3165,56.5537,47.6113,67.1757,10.6083,9.1584,12.0581,4.9073,2.7165,8.865,38.7578,31.5491,47.6137
10,Anchorage,AK,313,32.2565,26.559,39.1762,57.8269,50.0584,66.801,4.7564,4.0788,5.4339,17.7066,13.623,23.0143,0.7209,0.3479,1.0939,,,,4.7377,2.9007,7.7378,24.4321,19.5391,30.5504,4.6409,3.3902,5.8917,3.7116,2.1072,6.5378,26.415,21.1535,32.9853
11,Mesa,AZ,470,13.8333,10.8651,17.6124,58.6219,52.1304,65.9218,4.3069,3.7535,4.8603,32.865,28.0777,38.4685,1.6021,1.2974,1.9067,8.947,6.5832,12.1594,6.3046,4.4297,8.9732,77.4309,69.8516,85.8327,12.7453,11.7238,13.7669,12.6057,9.7999,16.2148,56.1452,49.6271,63.5193
12,Phoenix,AZ,1554,20.9591,18.7948,23.3726,58.7123,55.013,62.6603,4.4044,4.0985,4.7103,25.9906,23.5617,28.6698,1.1007,0.9323,1.2691,8.5245,7.1644,10.1429,5.2871,4.2732,6.5416,67.5905,63.6001,71.8313,11.5222,10.9575,12.0868,9.8575,8.4186,11.5424,45.364,42.0649,48.9218
14,Sun City,AZ,337,15.4926,11.7715,20.3898,58.994,51.3318,67.8,4.6607,4.0076,5.3139,30.6975,25.2485,37.3225,1.5034,1.1438,1.863,8.6365,5.9196,12.6004,5.82,3.7099,9.1304,79.9467,70.9869,90.0375,13.3236,12.1179,14.5292,17.7351,13.7881,22.8121,59.8305,51.9763,68.8715
15,Tucson,AZ,672,18.9331,15.9057,22.5367,56.5656,51.1701,62.5301,4.3548,3.8918,4.8179,29.236,25.3953,33.6575,1.4716,1.2167,1.7265,10.6542,8.4085,13.4996,5.4635,3.972,7.5149,69.5788,63.5524,76.1766,10.7327,9.8779,11.5875,13.334,10.8482,16.3894,51.2285,45.9465,57.1178
16,Fort Smith,AR,375,31.7289,26.5012,37.9878,58.4018,51.1468,66.6859,4.6986,4.0793,5.3179,16.4324,12.8072,21.0838,0.4154,0.0745,0.7564,5.4006,3.4824,8.3753,3.5186,2.0826,5.945,54.8024,47.7968,62.8348,9.7945,8.6513,10.9377,5.5185,3.5963,8.468,34.4061,28.9625,40.8729
18,Jonesboro,AR,251,32.2089,25.862,40.1135,63.8157,54.6178,74.5624,5.0976,4.341,5.8543,15.9337,11.6842,21.7288,0.7955,0.3789,1.2121,11.7709,8.1743,16.95,,,,43.691,36.2368,52.6785,8.1039,6.707,9.5007,4.7292,2.6846,8.3309,30.0246,23.9728,37.6041
19,Little Rock,AR,1755,30.61,28.1185,33.3223,63.1863,59.553,67.0413,5.6363,5.3482,5.9245,21.8461,19.7605,24.1518,1.0038,0.8452,1.1624,8.8236,7.5425,10.3224,8.6537,7.3777,10.1503,52.3165,49.0057,55.851,9.2126,8.6808,9.7445,7.3328,6.1547,8.7363,32.9164,30.3015,35.757
21,Springdale,AR,382,25.1376,20.5735,30.7141,60.4193,53.1274,68.7119,4.1661,3.5525,4.7797,15.6852,12.1748,20.2079,0.4122,0.0744,0.75,4.8981,3.0846,7.7778,4.2013,2.6101,6.7625,57.9825,50.8387,66.13,10.1683,9.0355,11.301,6.1181,4.0986,9.1327,34.8126,29.2462,41.4385
22,Texarkana,AR,304,33.2468,27.3711,40.3838,61.7254,53.4503,71.2816,5.2433,4.5555,5.9312,30.7012,25.0964,37.5576,1.8027,1.424,2.1814,6.8562,4.5116,10.4194,4.723,2.8451,7.8406,47.1401,39.9817,55.5801,9.4532,8.1835,10.7229,,,,30.7778,25.2157,37.5669
23,Orange County,CA,1208,34.4555,31.2392,38.0029,66.5817,62.083,71.4064,6.0144,5.6681,6.3606,37.5177,34.1441,41.2247,2.187,1.9964,2.3777,16.7227,14.4864,19.3042,6.991,5.6445,8.6588,50.2835,46.4514,54.4318,7.4046,6.7654,8.0437,8.2557,6.7796,10.0532,55.1978,51.1143,59.6075
25,Bakersfield,CA,540,36.8337,32.0289,42.3594,65.6678,59.1289,72.9298,6.0869,5.5703,6.6035,29.9896,25.6832,35.0181,1.8922,1.6078,2.1766,13.7258,10.9014,17.2821,5.8719,4.1484,8.3114,43.6113,38.3775,49.5587,6.9806,6.0271,7.9342,7.9643,5.9022,10.7468,32.393,27.9676,37.5187
31,Chico,CA,323,24.9887,20.0371,31.1639,55.4677,47.8795,64.2586,4.2294,3.5621,4.8966,20.0326,15.674,25.6034,0.6761,0.3087,1.0434,6.2226,3.967,9.7606,3.7661,2.1375,6.6358,53.7813,46.3646,62.3845,9.262,8.0302,10.4937,5.7823,3.6863,9.07,32.7489,27.0391,39.6645
33,Contra Costa County,CA,432,30.8699,25.9512,36.7208,64.4583,57.2977,72.5137,5.9846,5.4075,6.5616,30.1039,25.2531,35.8866,1.7295,1.4118,2.0472,9.412,6.8156,12.9976,6.6601,4.5317,9.7882,52.4033,46.0404,59.6456,7.7897,6.7245,8.855,8.2935,5.9789,11.5042,58.0244,51.0132,65.9993
43,Fresno,CA,577,38.4736,33.7164,43.902,67.2188,60.8529,74.2507,5.6797,5.1801,6.1793,25.0538,21.2689,29.5122,1.2798,1.0047,1.5548,12.6224,9.9946,15.941,9.5607,7.3669,12.4079,38.9036,34.1311,44.3434,5.4668,4.5445,6.3891,5.8457,4.1746,8.1859,32.3669,27.9692,37.456
56,Los Angeles,CA,3950,40.5464,38.5342,42.6637,67.0707,64.4934,69.751,6.5182,6.3243,6.7122,40.294,38.2789,42.4151,2.5492,2.4424,2.6559,17.5469,16.2288,18.972,6.4567,5.6689,7.3541,39.8863,37.9462,41.9257,5.802,5.444,6.16,7.8015,6.9532,8.7534,54.2511,51.9671,56.6354
58,Modesto,CA,459,36.2178,31.0938,42.1862,64.6585,57.694,72.4636,5.0358,4.4758,5.5958,19.2248,15.594,23.701,0.8155,0.5072,1.1238,8.2879,6.001,11.4464,7.586,5.4666,10.527,39.1281,33.8029,45.2921,6.522,5.4883,7.5558,5.1612,3.4576,7.7042,31.112,26.3847,36.6861
62,Napa,CA,302,24.4238,19.3814,30.778,55.1028,47.3188,64.1673,4.2466,3.5568,4.9364,21.5133,16.8334,27.4942,0.7943,0.4145,1.1741,6.3421,3.9941,10.0704,6.4133,4.0881,10.0609,40.2375,33.7138,48.0234,6.5621,5.2887,7.8355,6.2023,3.9544,9.728,34.0447,27.9778,41.427
65,Alameda County,CA,552,34.8628,30.2058,40.2379,64.57,58.1588,71.688,5.4733,4.9625,5.9842,30.6222,26.2871,35.6722,1.5143,1.233,1.7955,9.7333,7.4483,12.7193,4.5513,2.9949,6.9167,44.25,39.0325,50.1649,7.5321,6.5891,8.4752,4.9483,3.3674,7.2712,48.3472,42.8336,54.5705
69,Palm Springs/Rancho Mirage,CA,310,28.5909,23.1654,35.2872,63.9219,55.5604,73.5418,4.6855,4.0046,5.3665,33.3834,27.4835,40.5499,1.4735,1.0986,1.8484,8.2031,5.4954,12.2448,8.0397,5.4283,11.9073,59.9063,51.8957,69.1533,9.3342,8.0772,10.5913,11.5437,8.3214,16.0138,44.4663,37.6433,52.526
73,Redding,CA,340,32.3206,26.8247,38.9425,58.2069,50.6637,66.8731,4.4473,3.797,5.0976,21.0121,16.6725,26.4813,1.063,0.7049,1.421,5.7422,3.6609,9.0066,5.4246,3.4971,8.4145,48.0992,41.2648,56.0655,8.8252,7.6247,10.0257,5.726,3.6923,8.8797,28.7266,23.4625,35.1718
77,Sacramento,CA,1233,30.3469,27.3947,33.6174,60.5543,56.3546,65.0671,4.4914,4.1486,4.8342,25.9659,23.2473,29.0025,1.1075,0.9188,1.2962,6.9854,5.6207,8.6813,5.2145,4.0765,6.67,44.3039,40.7377,48.1822,7.8368,7.204,8.4695,6.5248,5.2501,8.109,36.0842,32.8013,39.6956
78,Salinas,CA,272,32.2084,26.1278,39.7039,62.2533,53.6024,72.3005,5.4686,4.7418,6.1954,26.1902,20.7482,33.0597,1.3458,0.9456,1.7459,6.1327,3.7556,10.0145,6.6299,4.1744,10.5298,47.6695,40.1341,56.6198,7.127,5.7854,8.4686,7.188,4.6353,11.1466,40.6587,33.5407,49.2871
79,San Bernardino,CA,818,27.9505,24.5703,31.7957,65.5916,60.2628,71.3918,5.5735,5.1534,5.9936,36.4404,32.5371,40.812,2.1302,1.8989,2.3615,12.6534,10.4483,15.3239,5.7457,4.3376,7.6109,56.749,51.7812,62.1933,8.5543,7.7787,9.3298,10.7333,8.7011,13.2402,41.7094,37.5299,46.3542
80,San Diego,CA,1361,26.3722,23.744,29.2914,57.5002,53.5932,61.6921,4.6701,4.3439,4.9964,29.767,26.9597,32.8665,1.6559,1.4763,1.8355,10.0062,8.4116,11.9029,6.6354,5.3841,8.1775,63.2054,59.119,67.5743,10.053,9.4508,10.6552,10.8429,9.2243,12.7456,44.5842,41.0839,48.3826
81,San Francisco,CA,714,36.3237,32.06,41.1543,64.8022,59.1349,71.0127,5.3355,4.8863,5.7848,30.9604,27.0569,35.4271,1.3213,1.074,1.5686,8.8766,6.8731,11.4642,3.7127,2.4871,5.5422,41.26,36.8445,46.2048,6.6405,5.8112,7.4698,6.054,4.4874,8.1677,46.956,42.0147,52.4784
82,San Jose,CA,586,32.6822,28.3297,37.7035,61.46,55.4482,68.1237,5.2418,4.7462,5.7374,27.05,23.1006,31.6747,1.4183,1.1455,1.6912,8.6194,6.4724,11.4786,4.9369,3.4284,7.1091,48.98,43.6546,54.955,7.8995,6.9847,8.8144,8.0264,6.0451,10.657,41.1946,36.1368,46.9603
83,San Luis Obispo,CA,209,22.6555,17.0186,30.1595,52.1566,43.2969,62.8291,3.9707,3.1419,4.7996,21.2404,15.8026,28.5493,1.1112,0.6549,1.5675,7.1918,4.2578,12.1474,5.1688,2.8612,9.3378,61.9788,52.2157,73.5672,11.3543,9.8242,12.8844,10.1542,6.6829,15.4286,29.9901,23.1288,38.887
85,San Mateo County,CA,362,30.6723,25.4148,37.0175,58.8308,51.4284,67.2986,4.7907,4.1605,5.4209,28.4287,23.3831,34.5631,1.5168,1.1699,1.8638,7.279,4.9162,10.7774,5.0174,3.1593,7.9683,46.742,40.2284,54.3101,8.2208,7.0575,9.3841,4.9358,3.1085,7.8373,47.2427,40.5255,55.0733
86,Santa Barbara,CA,269,25.1375,19.7453,32.0022,54.3017,46.1907,63.837,3.7626,3.032,4.4932,21.2012,16.3123,27.5552,0.837,0.4348,1.2393,6.2651,3.837,10.2297,10.3825,7.1161,15.1484,50.1992,42.4536,59.358,8.3543,7.0056,9.703,7.7021,5.02,11.8172,38.2267,31.3538,46.6063
87,Santa Cruz,CA,161,30.8673,23.1873,41.0909,54.325,44.0238,67.0365,4.8215,3.8773,5.7658,18.9578,13.1715,27.286,0.8468,0.327,1.3666,,,,7.677,4.2497,13.8684,52.9877,42.9907,65.3095,9.2373,7.4943,10.9803,7.3446,4.1695,12.9373,46.4776,36.7013,58.8582
89,Santa Rosa,CA,272,26.5292,20.9481,33.5971,57.6883,49.3026,67.5003,4.2465,3.5198,4.9733,18.762,14.1765,24.8309,0.6633,0.2632,1.0634,4.514,2.499,8.1536,4.4077,2.4398,7.9628,54.5946,46.562,64.0129,8.8341,7.4926,10.1757,9.0579,6.1175,13.4115,40.7393,33.6379,49.3398
91,Stockton,CA,319,31.6218,25.985,38.4813,60.7777,52.8084,69.9497,4.6475,3.9762,5.3188,21.3403,16.8201,27.0753,0.8724,0.5028,1.242,8.4424,5.745,12.4064,5.1777,3.1699,8.4571,41.9419,35.4027,49.6891,7.4915,6.2523,8.7307,5.5887,3.5195,8.8746,26.0837,20.9456,32.4822
96,Ventura,CA,450,31.4921,26.6439,37.2226,63.8905,56.8986,71.7415,5.5546,4.9892,6.12,27.2414,22.7695,32.5916,1.7625,1.4513,2.0738,10.0218,7.4018,13.5691,4.5573,2.9384,7.0683,52.8448,46.579,59.9534,8.1275,7.0838,9.1712,8.5086,6.2129,11.6525,49.5885,43.3814,56.6837
101,Boulder,CO,84,,,,46.333,33.8498,63.4197,4.1232,2.8164,5.4299,16.1511,9.3771,27.8188,0.8295,0.1101,1.5489,,,,,,,77.723,61.166,98.7618,12.196,9.7838,14.6081,17.6542,10.6394,29.2939,41.6493,29.4494,58.903
102,Colorado Springs,CO,455,22.1043,18.1652,26.8977,56.2317,49.7398,63.5708,3.6313,3.069,4.1935,15.1177,11.9163,19.1792,0.4105,0.101,0.72,7.4102,5.2654,10.4287,8.076,5.8954,11.0631,65.7395,58.7152,73.604,11.595,10.5571,12.6328,11.1224,8.4477,14.644,37.6919,32.4065,43.8393
103,Denver,CO,958,18.4647,15.9159,21.4218,60.3646,55.6378,65.4929,4.3014,3.9131,4.6897,21.5813,18.8042,24.7685,0.8749,0.6611,1.0887,5.9342,4.5417,7.7535,7.2265,5.6913,9.1759,66.3578,61.3933,71.7238,10.6098,9.893,11.3266,10.8325,8.9379,13.1287,42.9572,38.8698,47.4745
104,Fort Collins,CO,184,21.7999,15.9876,29.7254,60.2305,50.041,72.4947,4.4348,3.5515,5.3181,20.3085,14.7109,28.036,1.0556,0.5693,1.5418,,,,6.0862,3.3689,10.9953,56.7278,46.8451,68.6955,9.7762,8.1456,11.4067,7.9619,4.7981,13.2119,38.8282,30.6604,49.1717
105,Grand Junction,CO,151,20.4625,14.3878,29.102,52.1612,41.9479,64.8613,3.293,2.318,4.2681,11.9166,7.5066,18.9175,0.3408,-0.196,0.8775,,,,,,,67.4471,55.5924,81.8298,12.671,10.8712,14.4709,,,,20.845,14.3905,30.1945
106,Greeley,CO,233,13.5681,9.5935,19.1895,55.0968,46.4192,65.3965,3.4588,2.6737,4.2438,14.0465,9.984,19.7621,0.5964,0.1642,1.0286,5.7506,3.338,9.907,,,,66.2957,56.6299,77.6112,11.4014,9.9522,12.8506,9.5514,6.3444,14.3796,31.4337,24.8639,39.7394
107,Pueblo,CO,128,30.7424,22.3645,42.2586,63.5852,51.0659,79.1738,4.4923,3.4334,5.5512,20.8296,14.1791,30.5994,0.5403,-0.0427,1.1232,9.9182,5.6303,17.4714,,,,52.7408,41.6497,66.7855,10.2265,8.2718,12.1812,,,,42.6866,32.6859,55.7471
109,Bridgeport,CT,661,38.4341,33.9226,43.5455,64.0087,58.1841,70.4165,6.2928,5.826,6.7596,24.6952,21.1315,28.8598,1.0996,0.8426,1.3566,10.8822,8.5742,13.8116,8.8268,6.7708,11.507,46.3226,41.4336,51.7885,6.4695,5.6078,7.3312,9.2689,7.2071,11.9206,63.6754,57.6767,70.2981
110,Hartford,CT,1721,33.5843,30.9112,36.4884,63.6928,60.0035,67.6089,5.4272,5.1365,5.7179,19.2045,17.2175,21.4209,0.8305,0.6705,0.9905,9.7704,8.3577,11.4218,5.9168,4.852,7.2153,45.196,42.1237,48.4923,6.4982,5.9616,7.0347,9.9238,8.5353,11.5381,52.7327,49.3364,56.3627
111,New Haven,CT,1543,30.8625,28.1563,33.8289,62.6111,58.7406,66.7366,5.5228,5.2159,5.8297,19.1163,17.0197,21.4712,0.7724,0.6035,0.9414,8.5409,7.1542,10.1964,6.5554,5.3535,8.0272,50.7186,47.2816,54.4053,7.5773,7.0107,8.1439,9.6697,8.2247,11.3686,52.0941,48.5518,55.8949
